tpryan,"@stellargirl I loooooooovvvvvveee my Kindle2. Not that the DX is cool, but the 2 is fantastic in its own right."
kledy,Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu
LaurelEdelstein,Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president 
chelseabigass,LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750
Smitty478,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals
PurpleGorillaZz,"@khalid0456 No, Lebron is the best"
MsStacha,@the_real_usher LeBron is cool.  I like his personality...he has good character.
undefeated310,Watching Lebron highlights. Damn that niggas good
BI_POLAROID,@Lou911 Lebron is MURDERING shit.
IAmNoeAngel,@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.
ksmedia,@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.
PrEttIBoIGaRy,KOBE IS GOOD BT LEBRON HAS MY VOTE
kellan38,Kobe is the best in the world not lebron .
jsincere150,"@asherroth World Cup 2010 Access?? Damn, that's a good look!"
biren,Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI
DoAndroidsDream,Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG
Moc5085,I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :)
citizenofindia,"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election."
Melonze,"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday."
SPReviews,@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF
ha_nobita,ok.. do nothing.. just thinking about 40D
Jen2Squared,"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!"
__new,The Times of India: The wonder that is India's election. http://bit.ly/p7u1H
BillVick,http://is.gd/ArUJ Good video from Google on using search options.
xmikeflhxcx,@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.
Timl9068,itchy back!! dont ya hate it!
PassionModel,Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH
TechUpdater,Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl
robotickilldozr,Lyx is cool.
TheDALiSiA,SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!
fashion_retweet,"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV"
angelkim17,@dannygokey I love you DANNY GOKEY!! :)
download11,RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1
nichole17,so tired. i didn't sleep well at all last night.
xstaylor,Boarding plane for San Francisco in 1 hour
miwahh,bonjour San Francisco. My back hurts from last night..
bKnapp,"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t"
rayceja,Heading to San Francisco
deepikaC,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!
kaaslaw,"F*** up big, or go home - AIG"
Pgobb,Went to see the Star Trek movie last night.  Very satisfying.
qrboy85,"I can't wait, going to see star trek tonight!!"
adamrisser,Star Trek was as good as everyone said!!
GoodPhoenix,am loving new malcolm gladwell book - outliers
silentcarto,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.
kerrrrrr,Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot
bling_crosby,"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit"
ripplemdk,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.
drewlew34,I seriously underestimated Malcolm Gladwell.  I want to meet this dude.
MrsGinobili,i hate comcast right now. everything is down cable internet &amp
stormygirl223,Comcast sucks.
theZoctor,The day I never have to deal with Comcast again will rank as one of the best days of my life.
motkeps,@Dommm did comcast fail again??
YouAnswer,How do you use the twitter API?... http://bit.ly/4VBhH
marekdsi,curses the Twitter API limit
mikecane,"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!"
trivektor,testing Twitter API
rdoc420,Arg. Twitter API is making me crazy.
Hot_Tweets,Testing Twitter API. Remote Update
jeffswhite,I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/
marriop,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!"
kewpiezmom,Off to the NIKE factory!!!
Chet_Lemon,New nike muppet commercials are pretty cute. Why do we live together again?
sneakerfiles,New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS
nikeblog,New blog post: Nike Trainer 1 http://bit.ly/394bp
laurenornot,@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(
julieules,@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...
gux_kung,"arhh, It's weka bug. = ="" and I spent almost two hours to find that out. crappy me"
GrfxGuru,"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more"
joelgoodman,@jonduenas @robynlyn just got us a 50D for the office. :D
trevorcgibson,Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!
ashpeckham,Just got my new toy. Canon 50D. Love love love it!
davidivins,Learning about lambda calculus :)
SCSanFrancisco,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m"
nfarzan,I'm moving to East Palo Alto!
tylerlin,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!
souleaterjh,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around)
MbaAdmission,#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd
narain,Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship
JuanGir,LAKERS tonight let's go!!!!
Alexi_G,Will the Lakers kick the Nuggets ass tonight?
one_eighteen,Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH
FOLKTALE09,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379
Mvsic,Listening to Obama... Friggin North Korea...
CFURNAROS,"I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012"
Rachael90210,@foxnews Pelosi should stay in China and never come back.
TylerSchmidt,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this
KayJay_x,ugh. the amount of times these stupid insects have bitten me. Grr..
BecCrew,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p
euthanasia86,Just got barraged by a horde of insects hungry for my kitchen light. So scary.
connlocks,Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. 
MamiYessi,AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =]
Yuleineeee,Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.
XrachulX,Could go for a lot of McDonalds. i mean A LOT.
xKimmelie,my exam went good. @HelloLeonie: your prayers worked (:
laulaulauren,"Only one exam left, and i am so happy for it :D"
elllllen,Math review. Im going to fail the exam.
LPSsports43,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly
joahs,obviously not siding with Cheney here: http://bit.ly/19j2d
paulobsf,Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt
christinerose,@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp
cfbloggers,Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629
pdelsignore,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign
bskatz,I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them
sc0ttman,Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF
designplay,"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it."
Drisgill,Wow everyone at the Google I/O conference got free G2's with a month of unlimited service
DearJellyHiJely,@vkerkez dood I got a free google android phone at the I/O conference. The G2!
itamarw,"@Orli the G2 is amazing btw, a HUGE improvement over the G1"
daynah,"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio"
jackdaniels08,@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!
alpheus1,#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun.
joshgammon,"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/"
KatyWheatley1,"Watching a programme about the life of Hitler, its only enhancing my geekiness of history."
TiffanyBakker,saw night at the museum out of sheer desperation. who is funding these movies?
kezzumz,Night At The Museum 2? Pretty furkin good.
bodhibuggy,Watching Night at the Museum - giggling.
HistoryLuV3R,"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office..."
ErcDrso,About to watch Night at the Museum with Ryan and Stacy
aykataoka,"Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!"
Bcapote,"Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh."
crikket_churps,just watched night at the museum 2! so stinkin cute!
tish_tish,"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up."
Lilimich,"I think I may have a new favorite restaurant. On our way to see ""Night at the Museum 2""."
stealing_second,"UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old."
Pas_de_Cheval,saw the new Night at the Museum and i loved it. Next is to go see UP in 3D
lloydnelson,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?
overthrow,"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al"
economywire,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r
tradecruz,@Pittstock $GM good riddance.  sad though.
ZendoDeb,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8"
rbmshow,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala
Ash_Craigslist,#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb
BarackProblema,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good."
ericdano,"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the.."
tradecruz,@QuantTrader i own a GM car and it is junk as far as quality compared to a honda
ktsophie,sad day...bankrupt GM
nicolemg415,is upset about the whole GM thing. life as i know it is so screwed up
ProofofVenom,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs
flywire,"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH"
batchoutlost,#WFTB Joining a bit late. My connection was down (boo time warner)
floatingatoll,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.
kippy2,i am furious with time warner and their phone promotions!
iamtony,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner
dcwhip,could time-warner cable suck more?  NO.
JustGLB,Pissed at Time Warner for causin me to have slow internet problems
chaneykyoto,"@sportsguy33 Ummm, having some Time Warner problems?"
ldmullen,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j
JohnTurlington,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside."
johnscleary,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable."""
ecormany,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/"
matsonj,@sportsguy33 Time Warner = epic fail
YildirimNews,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china
zedomax,Weird Piano Guitar House in China! http://u2s.me/72i8
theprovince,Send us your GM/Chevy photos http://tinyurl.com/luzkpq
PeteHall,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.
ram_zone,"GM files Bankruptcy, not a good sign..."
irishyanks,yankees won mets lost. its a good day.
Erinthebigsis,My dentist appt today was actually quite enjoyable.
cassieeeelove,I hate the effing dentist.
johnnyt183,@stevemoakler i had a dentist appt this morning and had the same conversation!
b_bassi,@kirstiealley I hate going to the dentist.. !!!
cmg11,i hate the dentist....who invented them anyways?
arianaflyy,this dentist's office is cold :/
jettellis,Check this video out -- David After Dentist http://bit.ly/47aW2
AdiOpERsOcoM,First dentist appointment [in years] on Wednesday possibly.
HallofChampions,Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu
SimpleManJess,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a
Oregon_Live,Portland city politics may undo baseball park http://tinyurl.com/lpjquj
AirDye,"RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s"
csquaredx,dropped her broccoli walking home from safeway! 
XPhile1908,@ronjon we don't have Safeway.
LaurenAmor,Just applied at Safeway!(: Yeeeee!
TravisJensenSF,@ Safeway. Place is a nightmare right now. Bumming.
Lovely_Lauren,at safeway with dad
fugface85,"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;"
_JessicaJOY,"Safeway with Marvin, Janelle, and Auntie Lhu"
mobileadgirl,Safeway offering mobile coupons http://bit.ly/ONH7w
m_marchesi,"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa"
TheDebtress,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.
face_of_boe,"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake."
LaraAvni,eating breakfast and then school
elpasira,still hungry after eating....
Fitness_101,10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn
ohmurder,"with the boyfriend, eating a quesadilla"
whoaoblivious,"Eating dinner. Meat, chips, and risotto."
stefanjos,got a new pair of nike shoes. pics up later
nsborg,"Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448"
marieforleo,Nike rocks. I'm super grateful for what I've done with them :) &amp
imflashy,Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN
TheGlossMagazin,@evelynbyrne have you tried Nike  ? V. addictive.
MiniGreek,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....
TracySuter,The Nike Training Club (beta) iPhone app looks very interesting.
TobyJuanKenobi,argghhhh why won't  my jquery appear in safari bad safari !!!
inBlogs,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt
vmkobs,"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/"
ghurson,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js"
5x1llz,"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq"
bryall,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.
vmkobs,jquery Selectors http://codylindley.com/jqueryselectors/
maheshcha,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ
MyBenchmarkMtg,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO
PragCapitalist,"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga"
SmartMouthBroad,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul
goncalol,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio"
BobtheRobot,"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it."
Hittman,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html"
aiban,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis
nyctimes,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.
k8tb52,I love my Kindle2. No more stacks of books to trip over on the way to the loo.
taylorcarrigan,"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more."
susanjane,"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)"
stick08,@freitasm oh I see. I thought AT&amp
CaptainCraigos,@Plip Where did you read about tethering support Phil?  Just AT&amp
iPhoneFuzzball,Fuzzball is more fun than AT&amp
itsolivia,"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass"
kyrabeckf,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave
auxesis,looks like summize has gone down. too many tweets from WWDC perhaps?
deedeewarren,I hope the girl at work  buys my Kindle2
RogerSPress,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush
kmozena,"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen"
Jesssssii,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T
jimhong,@cwong08 I have a Kindle2 (&amp
Ant_Ward,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?"
popitlockit,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha."
FionaSarah,@ruby_gem My primary debit card is Visa Electron.
MalloryRayne,Off to the bank to get my new visa platinum card
_abi_,"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?"
sfkerropi6,has a date with bobby flay and gut fieri from food network
tessalau,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp
ZFilth,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.
annieblane,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.
LAURAcBRYAN,"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today."
NathanChalmers,Fighting with LaTex. Again...
LoonyLongbottom,@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil
QuadError,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more."
musicmuse,How to Track Iran with Social Media: http://bit.ly/2BoqU
sketoaks,Shit's hitting the fan in Iran...craziness indeed #iranelection
jamespenycate,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.
boardcentral,Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM)
JimFacey,getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.
wetfishdesigns,@johncmayer is Bobby Flay joining you?
A_TALL_BLONDE,i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!
rooney_tunes,"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)"
roguemovement,using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!
yomcat,"After using LaTeX a lot, any other typeset mathematics just looks hideous."
proggit,Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7
sam33r,"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now."
iamtheonlyjosie,Ahhh... back in a *real* text editing environment. I &lt
plutopup7,"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect"
captain_pete,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...
